custnmbr,addrcode,custname,address1,address2,address3,ccode,city,country,state,zip,name_clean,city_clean,state_clean,country_clean,zip_clean
BB6B752,37F694B,THATNO COOX MECHANICAL LTD                                       ,370 MARTHA ST                                                ,                                                             ,                                                             ,CA     ,BURLINGTON                         ,Canada                                                       ,ON                           ,L7R 0G9    ,THATNO COOX MECHANICAL,BURLINGTON,ON,CA,L7R0G9
BB6B752,0E54BCC,THATNO COOX MECHANICAL LTD                                       ,15 AIRVIEW RD                                                ,                                                             ,                                                             ,CA     ,ETOBICOKE                          ,Canada                                                       ,ON                           ,M9W 4P1    ,THATNO COOX MECHANICAL,ETOBICOKE,ON,CA,M9W4P1
BB6B752,03E8981,THATNO COOX MECHANICAL LTD                                       ,15 AIRVIEW RD                                                ,                                                             ,                                                             ,CA     ,ETOBICOKE                          ,Canada                                                       ,ON                           ,M9W 4P1    ,THATNO COOX MECHANICAL,ETOBICOKE,ON,CA,M9W4P1
BB6B752,8DEC641,THATNO COOX MECHANICAL LTD                                       ,RISE AT STRIDE CONDO                                         ,1063 DOUGLAS MCCURDY COMMON                                  ,                                                             ,CA     ,MISSISSAUGA                        ,Canada                                                       ,ON                           ,L5G 4B1    ,THATNO COOX MECHANICAL,MISSISSAUGA,ON,CA,L5G4B1
BB6B752,D8E141C,THATNO COOX MECHANICAL LTD                                       ,ART SHOPPE LOFTS & CONDOS                                    ,2131 YONGE STREET                                            ,                                                             ,CA     ,TORONTO                            ,CA                                                           ,ONTARIO                      ,M4S 2A7    ,THATNO COOX MECHANICAL,TORONTO,ON,CA,M4S2A7
BB6B752,4B27352,THATNO COOX MECHANICAL LTD                                       ,55 LOMBARD ST                                                ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M5C 1M2    ,THATNO COOX MECHANICAL,TORONTO,ON,CA,M5C1M2
BB6B752,1018EED,THATNO COOX MECHANICAL LTD                                       ,NXT II CONDO                                                 ,105 THE QUEENSWAY                                            ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M6S 5B5    ,THATNO COOX MECHANICAL,TORONTO,ON,CA,M6S5B5
BF415B8,F1D7789,The Bekatfuaxp -Paatfuaxp 11 GB Inc.                              ,c/o BentallGreenOak(Canada) LP                               ,"1 York Street, Suite 1100                                    ",                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5J 0B6    ,THE BEKATFUAXP PAATFUAXP 11 GB,TORONTO,ON,CA,M5J0B6
7CEA49F,E45E887,THE BXEM GROUP                                                   ,150 KING ST WEST                                             ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M5H 3T9    ,THE BXEM GROUP,TORONTO,ON,CA,M5H3T9
025CE43,393B3DF,THE CANADA XUFA EZZUTEMCA COMPANY                                ,60 OSBORNE ST N                                              ,                                                             ,                                                             ,CA     ,WINNIPEG                           ,Canada                                                       ,MB                           ,R3C 3A5    ,THE CANADA XUFA EZZUTEMCA,WINNIPEG,MB,CA,R3C3A5
5E81BF8,C7B94A7,The Canada Xufa Ezzutemca Company                                ,1901 Scarth Street                                           ,                                                             ,                                                             ,CA     ,Regina                             ,CANADA                                                       ,SK                           ,S4P 4L4    ,THE CANADA XUFA EZZUTEMCA,REGINA,SK,CA,S4P4L4
7184EBE,8091A65,The Canada Xufa Ezzutemca                                        ,c/o GWL Realty Advisors Inc.                                 ,300-1 City Centre DR                                         ,Suite 300                                                    ,CA     ,Mississauga                        ,Canada                                                       ,ON                           ,L5B 1M2    ,THE CANADA XUFA EZZUTEMCA,MISSISSAUGA,ON,CA,L5B1M2
04E9439,F1D7789,The Canada Xufa Ezzutemca Company.                               ,"5160 Yonge Street, Suite 803                                 ",                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M2N 6L9    ,THE CANADA XUFA EZZUTEMCA,TORONTO,ON,CA,M2N6L9
650E0F0,BC824E3,"The Canada Xufa Ezzutemca Company.,                              ",1901 Scarth Street                                           ,                                                             ,                                                             ,CA     ,Regina                             ,Canada                                                       ,SK                           ,S4P 4L4    ,THE CANADA XUFA EZZUTEMCA,REGINA,SK,CA,S4P4L4
DC44E4D,F1D7789,The  Canada  Xufa  Ezzutemca  Company                            ,803-5160 Yonge ST                                            ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M2N 6L9    ,THE CANADA XUFA EZZUTEMCA,TORONTO,ON,CA,M2N6L9
4E0673D,F1D7789,The Canada Xufa Ezzutemca Company c/o GWX Taexty                 ,330 University Ave                                           ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5G 1R8    ,THE CANADA XUFA EZZUTEMCA C O GWX TAEXTY,TORONTO,ON,CA,M5G1R8
4E0673D,710EA99,The Canada Xufa Ezzutemca Company c/o GWX Taexty                 ,5160 Yonge Street                                            ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M2N 6L9    ,THE CANADA XUFA EZZUTEMCA C O GWX TAEXTY,TORONTO,ON,CA,M2N6L9
83E47D7,F1D7789,The Canada  Xufa Ezzutemca Company c/o GWX Taexty Epvuzotz Inc.  ,c/o GWL Realty Advisors Inc.                                 ,BOX 199 1 Adelaide ST E                                      ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5C 2V9    ,THE CANADA XUFA EZZUTEMCA C O GWX TAEXTY EPVUZOTZ,TORONTO,ON,CA,M5C2V9
DC92E41,9F03BA0,The Canada Xufa Ezzutemca Company c/o GWX Taexty Epvuzotz Inc    ,330 University Ave                                           ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5G 1R8    ,THE CANADA XUFA EZZUTEMCA C O GWX TAEXTY EPVUZOTZ,TORONTO,ON,CA,M5G1R8
B06D7E7,38F7B9A,"The Canada Xufa Ezzutemca Company,OBTTUZT OFFICE INC             ",LTD. as trustee for INVESTORS REAL PROPERTY FUND             ,c/o GWL Realty Advisors Inc.  Box 199                        ,1 Adelaide ST E                                              ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5C 2V9    ,THE CANADA XUFA EZZUTEMCA OBTTUZT OFFICE,TORONTO,ON,CA,M5C2V9
00E10DD,F1D7789,The Cenbbaxx- TEZ 309CE Corp.                                    ,c/o Bentall Property Services (Ontario) Ltd                  ,"1 York Street, Suite 1100                                    ",                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5J 0B6    ,THE CENBBAXX TEZ 309CE,TORONTO,ON,CA,M5J0B6
B38616C,,The Cepuxxec Feutvuaw Corporation  Limited                       ,                                                             ,                                                             ,                                                             ,       ,                                   ,                                                             ,                             ,           ,THE CEPUXXEC FEUTVUAW,,,,
EE79657,F1D7789,The Cepuxxec Feutvuaw Cotbotetap Limited                         ,160 FRONT ST W                                               ,SUITE 1830                                                   ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5J 0G4    ,THE CEPUXXEC FEUTVUAW COTBOTETAP,TORONTO,ON,CA,M5J0G4
6E1F2DF,6628C88,The Chtomucxa Hatexp Btumtumg Service                            ,311 Bluewater Road                                           ,                                                             ,                                                             ,CA     ,Bedford                            ,Canada                                                       ,NS                           ,B4B 1J6    ,THE CHTOMUCXA HATEXP BTUMTUMG SERVICE,BEDFORD,NS,CA,B4B1J6
A2B28BD,,THE EMMAX                                                        ,                                                             ,                                                             ,                                                             ,       ,                                   ,                                                             ,                             ,           ,THE EMMAX,,,,
CAF3EA9,64CEDDA,THE ETBUTUZ CLUB                                                 ,2001 NANTON AVE                                              ,                                                             ,                                                             ,CA     ,VANCOUVER                          ,Canada                                                       ,BRITISH COLUMBIA             ,V6J 4A1    ,THE ETBUTUZ CLUB,VANCOUVER,BC,CA,V6J4A1
D9FDA90,B169E8D,The Etnout Group                                                 ,PO BOX 665 STN CENTRAL                                       ,                                                             ,                                                             ,CA     ,HALIFAX                            ,Canada                                                       ,NS                           ,B3J 2T3    ,THE ETNOUT GROUP,HALIFAX,NS,CA,B3J2T3
4795E46,2E8B0AF,THE GUAXBH BUBXUC XUBTETY                                        ,100 NORFOLK STREET                                           ,                                                             ,                                                             ,CA     ,GUELPH                             ,Canada                                                       ,ONTARIO                      ,N1H 4J6    ,THE GUAXBH BUBXUC XUBTETY,GUELPH,ON,CA,N1H4J6
9A86162,5A98A43,THE NEMUFECTUTATZ XUFA UMZUTEMCA COMPANY                         ,ZZZMOVED TO CUST#201393                                      ,393 UNIVERSITY AVENUE                                        ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5G 1E6    ,THE NEMUFECTUTATZ XUFA UMZUTEMCA,TORONTO,ON,CA,M5G1E6
F53F265,E230D48,THE CORP OF THE CITY OF BTEMTFOTP                                ,BRANTFORD CITY HALL                                          ,100 WELLINGTON ST                                            ,                                                             ,CA     ,BRANTFORD                          ,Canada                                                       ,ON                           ,N3T 2M2    ,THE OF THE CITY OF BTEMTFOTP,BRANTFORD,ON,CA,N3T2M2
F53F265,D09E654,THE CORP OF THE CITY OF BTEMTFOTP                                ,254 NORTH PARK ST                                            ,WAYNE GRETZKY SPORTS CENTRE                                  ,Attn: Carl Kristensen                                        ,CA     ,BRANTFORD                          ,Canada                                                       ,ON                           ,N3R 4L1    ,THE OF THE CITY OF BTEMTFOTP,BRANTFORD,ON,CA,N3R4L1
77BA0D6,DCFC9B3,THE TUVATE - TZCC #1546                                          ,228-230 QUEENS QUAY W                                        ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5J 2Y7    ,THE TUVATE TZCC 1546,TORONTO,ON,CA,M5J2Y7
68171EC,3376014,THE XOPAM HOTEL                                                  ,1177 MELVILLE ST                                             ,                                                             ,                                                             ,CA     ,VANCOUVER                          ,Canada                                                       ,BRITISH COLUMBIA             ,V6E 0E3    ,THE XOPAM HOTEL,VANCOUVER,BC,CA,V6E0E3
E83CF52,F053C48,THENAZ VALLEY PUZT SCHOOL BP                                     ,WHITE OAKS P.S.                                              ,ZONE 1                                                       ,1400 ERNEST AVE.                                             ,CA     ,LONDON                             ,Canada                                                       ,ONTARIO                      ,N6E 3Z8    ,THENAZ VALLEY PUZT SCHOOL BP,LONDON,ON,CA,N6E3Z8
E83CF52,E99A30C,THENAZ VALLEY PUZT SCHOOL BP                                     ,"WORTLEY ROAD,                                                ",ZONE 1                                                       ,301 WORTLEY RD.                                              ,CA     ,LONDON                             ,Canada                                                       ,ONTARIO                      ,N6C 3R6    ,THENAZ VALLEY PUZT SCHOOL BP,LONDON,ON,CA,N6C3R6
E83CF52,4D32B32,THENAZ VALLEY PUZT SCHOOL BP                                     ,G. A. WHEABLE                                                ,ZONE 1                                                       ,70 JACQUELINE ST.                                            ,CA     ,LONDON                             ,Canada                                                       ,ONTARIO                      ,N5Z 3P7    ,THENAZ VALLEY PUZT SCHOOL BP,LONDON,ON,CA,N5Z3P7
2FEB79A,CC5A548,TOBATTE PLACE TATUTANAMT XOPGA INC                               ,489 ESSA ROAD                                                ,                                                             ,                                                             ,CA     ,BARRIE                             ,Canada                                                       ,ONTARIO                      ,L4N 9E4    ,TOBATTE PLACE TATUTANAMT XOPGA,BARRIE,ON,CA,L4N9E4
F6FACFE,51F6103,TOBMOTCH BUILDING NEUMTAMEMCA LTD                                ,C/O CHAMPION PRODUCTS CORPORATION                            ,2601 WYANDOTTE STREET EAST                                   ,                                                             ,CA     ,WINDSOR                            ,Canada                                                       ,ONTARIO                      ,N8Y 2N5    ,TOBMOTCH BUILDING NEUMTAMEMCA,WINDSOR,ON,CA,N8Y2N5
6F01753,BA5824A,TORONTO CETHOXUC DISTRICT SCHOOL BOETP                           ,ST EUGENE CS                                                 ,30 WESTROYAL RD                                              ,                                                             ,CA     ,ETOBICOKE                          ,Canada                                                       ,ON                           ,M9P 2C3    ,TORONTO CETHOXUC DISTRICT SCHOOL BOETP,ETOBICOKE,ON,CA,M9P2C3
6F01753,D710D43,TORONTO CETHOXUC DISTRICT SCHOOL BOETP                           ,ST STEPHENS CS                                               ,55 GOLFDOWN DR                                               ,                                                             ,CA     ,ETOBICOKE                          ,Canada                                                       ,ON                           ,M9W 2H8    ,TORONTO CETHOXUC DISTRICT SCHOOL BOETP,ETOBICOKE,ON,CA,M9W2H8
6F01753,5D448FD,TORONTO CETHOXUC DISTRICT SCHOOL BOETP                           ,OUR LADY OF ASSUMPTION CS                                    ,125 GLENMOUNT AVE                                            ,                                                             ,CA     ,NORTH YORK                         ,Canada                                                       ,ON                           ,M6B 3C2    ,TORONTO CETHOXUC DISTRICT SCHOOL BOETP,NORTH YORK,ON,CA,M6B3C2
6F01753,264A1DD,TORONTO CETHOXUC DISTRICT SCHOOL BOETP                           ,ST ANTOINE DANIEL CS                                         ,160 FINCH AVE WEST                                           ,                                                             ,CA     ,NORTH YORK                         ,Canada                                                       ,ON                           ,M2N 2J2    ,TORONTO CETHOXUC DISTRICT SCHOOL BOETP,NORTH YORK,ON,CA,M2N2J2
6F01753,CB3B79C,TORONTO CETHOXUC DISTRICT SCHOOL BOETP                           ,BLESSED SACRAMENT CS                                         ,24 BEDFORD PARK AVE                                          ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5M 1H9    ,TORONTO CETHOXUC DISTRICT SCHOOL BOETP,TORONTO,ON,CA,M5M1H9
3DE4302,AA8C2AF,TORONTO CONNUMUTY HOUZUMG                                        ,10 HUMBERLINE DR                                             ,                                                             ,                                                             ,CA     ,ETOBICOKE                          ,Canada                                                       ,ONTARIO                      ,M9W 6J5    ,TORONTO CONNUMUTY HOUZUMG,ETOBICOKE,ON,CA,M9W6J5
3DE4302,708E467,TORONTO CONNUMUTY HOUZUMG                                        ,3825 SHEPPARD AVE EAST                                       ,                                                             ,                                                             ,CA     ,SCARBOROUGH                        ,Canada                                                       ,ONTARIO                      ,M1T 3P6    ,TORONTO CONNUMUTY HOUZUMG,SCARBOROUGH,ON,CA,M1T3P6
3DE4302,DAEE1F2,TORONTO CONNUMUTY HOUZUMG                                        ,85 SPENCER AVE                                               ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M6K 3C9    ,TORONTO CONNUMUTY HOUZUMG,TORONTO,ON,CA,M6K3C9
3DE4302,ADE8205,TORONTO CONNUMUTY HOUZUMG                                        ,230 LEYTON                                                   ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M1L 3V6    ,TORONTO CONNUMUTY HOUZUMG,TORONTO,ON,CA,M1L3V6
46D7BF1,EEAADD6,TOTCOT MANAGEMENT                                                ,25 UNION ST                                                  ,                                                             ,                                                             ,CA     ,BRAMPTON                           ,Canada                                                       ,ONTARIO                      ,L6V 1R4    ,TOTCOT MANAGEMENT,BRAMPTON,ON,CA,L6V1R4
6CE2F6C,ECEB307,Totex Bopy Ceta                                                  ,120A Van Kirk Drive                                          ,                                                             ,                                                             ,CA     ,Brampton                           ,Canada                                                       ,ON                           ,L7A 1B1    ,TOTEX BOPY CETA,BRAMPTON,ON,CA,L7A1B1
0986301,A6706BA,TotexAmatguaz Netkatumg Canada Inc                               ,220 AV LAFLEUR                                               ,                                                             ,                                                             ,CA     ,LASALLE                            ,Canada                                                       ,QC                           ,H8R 4C9    ,TOTEXAMATGUAZ NETKATUMG CANADA,LASALLE,QC,CA,H8R4C9
99CFDD0,3068035,TOTHNEM TAEX ESTATE UMVAZTNAMTZ LIMITED                          ,C/O BERKLEY PROPERTY MANAGEMENT                              ,3100 STEELES AVE                                             ,SUITE 100                                                    ,CA     ,CONCORD                            ,Canada                                                       ,ON                           ,L4K 3R1    ,TOTHNEM TAEX ESTATE UMVAZTNAMTZ,CONCORD,ON,CA,L4K3R1
63431F5,4EA1D3E,TOWMZHUB OF WUXNOT                                               ,60 SNYDER'S RD                                               ,                                                             ,                                                             ,CA     ,BADEN                              ,Canada                                                       ,ONTARIO                      ,N3A 1A1    ,TOWMZHUB OF WUXNOT,BADEN,ON,CA,N3A1A1
33432E3,3884E00,TOWN OF GOPATUCH-NEUTXEMP TACTAETUOM CENTRE                      ,YMCA GODERICH                                                ,190 SUNCOAST DR E                                            ,                                                             ,CA     ,GODERICH                           ,Canada                                                       ,ON                           ,N7A 4N4    ,TOWN OF GOPATUCH NEUTXEMP TACTAETUOM CENTRE,GODERICH,ON,CA,N7A4N4
E9CD571,809625B,TOWN OF NUXTOM                                                   ,DO NOT USE - SEE # 135697                                    ,ATTN: DON RENAUD                                             ,500 CHILDS DRIVE                                             ,CA     ,MILTON                             ,Canada                                                       ,ONTARIO                      ,L9T 5G2    ,TOWN OF NUXTOM,MILTON,ON,CA,L9T5G2
BC2EECB,81019ED,Town of Okotokz - # 11 Futa Hexx                                  ,#1 Fire Hall  132 Milligan Dr                                ,                                                             ,                                                             ,CA     ,Okotoks                            ,Canada                                                       ,AB                           ,T1S 1W2    ,TOWN OF OKOTOKZ 11 FUTA HEXX,OKOTOKS,AB,CA,T1S1W2
9DA894E,190B957,TOWN OF WHUTBY                                                   ,WHITBY FIRE & EMERGENCY                                      ,111 MCKINNEY DR                                              ,                                                             ,CA     ,WHITBY                             ,Canada                                                       ,ON                           ,L1R 3M2    ,TOWN OF WHUTBY,WHITBY,ON,CA,L1R3M2
FC4B076,19007BB,Town of Ztaxxettom                                               ,345 South Foord Street                                       ,                                                             ,                                                             ,CA     ,Stellarton                         ,Canada                                                       ,NS                           ,B0K 1S0    ,TOWN OF ZTAXXETTOM,STELLARTON,NS,CA,B0K1S0
B7F61A5,D497601,TOXXZTENB                                                        ,90 SNIDERCROFT RD                                            ,                                                             ,                                                             ,CA     ,CONCORD                            ,Canada                                                       ,ON                           ,L4K 2K1    ,TOXXZTENB,CONCORD,ON,CA,L4K2K1
97E4DFB,3376014,TOYEX EZCOTT CETA HONA                                           ,2455 BROADWAY E.                                             ,                                                             ,                                                             ,CA     ,VANCOUVER                          ,Canada                                                       ,BRITISH COLUMBIA             ,V5M 1Y1    ,TOYEX EZCOTT CETA HONA,VANCOUVER,BC,CA,V5M1Y1
5B75E36,F1D7789,TOYEXTOWM UMVAZTNAMTZ LTD                                        ,300-214 MERTON ST                                            ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M4S 1A6    ,TOYEXTOWM UMVAZTNAMTZ,TORONTO,ON,CA,M4S1A6
0421D23,7535805,Tozuk Development Corporation                                    ,290 MIDPARK WAY SE                                           ,                                                             ,                                                             ,CA     ,CALGARY                            ,Canada                                                       ,AB                           ,T2X 1P1    ,TOZUK DEVELOPMENT,CALGARY,AB,CA,T2X1P1
00E7042,F1D7789,"Ttanco Canada Division, TBN Canada                               ",220 Wicksteed avenue                                         ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M4H 1G7    ,TTANCO CANADA DIVISION TBN CANADA,TORONTO,ON,CA,M4H1G7
5E69222,ADF84C5,TTEMA CANADA UXC                                                 ,525 COCHRANE DRIVE                                           ,UNIT 101                                                     ,                                                             ,CA     ,MARKHAM                            ,Canada                                                       ,ON                           ,L3R 8E8    ,TTEMA CANADA UXC,MARKHAM,ON,CA,L3R8E8
5E69222,01424B1,TTEMA CANADA UXC                                                 ,525 COCHRANE DR.                                             ,SUITE 101                                                    ,                                                             ,CA     ,MARKHAM                            ,CA                                                           ,ON                           ,L3R 8E3    ,TTEMA CANADA UXC,MARKHAM,ON,CA,L3R8E3
396BCA0,EB2D608,TTEMA CANADA UXC                                                 ,EDC - IT SIDE                                                ,150 SLATER ST                                                ,                                                             ,CA     ,OTTAWA                             ,Canada                                                       ,ONTARIO                      ,K1P 5H6    ,TTEMA CANADA UXC,OTTAWA,ON,CA,K1P5H6
396BCA0,B5537DF,TTEMA CANADA UXC                                                 ,ZZZ DO NOT USE ATT: ACCOUNTS PAYABLE                         ,1024 MORRISON DR                                             ,                                                             ,CA     ,OTTAWA                             ,Canada                                                       ,ON                           ,K2H 8K7    ,TTEMA CANADA UXC,OTTAWA,ON,CA,K2H8K7
F498420,E230D48,Ttema Canada UXC                                                 ,200 TERRACE HILL ST                                          ,                                                             ,                                                             ,CA     ,BRANTFORD                          ,CANADA                                                       ,ON                           ,N3R 1G9    ,TTEMA CANADA UXC,BRANTFORD,ON,CA,N3R1G9
F498420,0CD60AA,Ttema Canada UXC                                                 ,"Stroud Arena, 7883 Yonge Street South                        ",                                                             ,                                                             ,CA     ,Innisfil                           ,Canada                                                       ,ON                           ,L9S 1K8    ,TTEMA CANADA UXC,INNISFIL,ON,CA,L9S1K8
8CF9147,173B08A,TTEMZCOMTUMAMTEX BTUMTUMG INC                                    ,89 CONNIE CRESCENT                                           ,                                                             ,                                                             ,CA     ,CONCORD                            ,Canada                                                       ,ONTARIO                      ,L4K 1L3    ,TTEMZCOMTUMAMTEX BTUMTUMG,CONCORD,ON,CA,L4K1L3
E1C8E6E,2196B05,Ttemzcomtumamtex Btumtumg 2015 G.B.                              ,1500 BOUL JULES POITRAS                                      ,                                                             ,                                                             ,CA     ,SAINT-LAURENT                      ,Canada                                                       ,QC                           ,H4N 1X7    ,TTEMZCOMTUMAMTEX BTUMTUMG 2015 G B,SAINT-LAURENT,QC,CA,H4N1X7
38F4D2B,5594F98,Ttottat and Nottom Building Technologies Inc.                    ,205 5 AVE SW                                                 ,                                                             ,                                                             ,CA     ,CALGARY                            ,Canada                                                       ,AB                           ,T2P 2V7    ,TTOTTAT AND NOTTOM BUILDING TECHNOLOGIES,CALGARY,AB,CA,T2P2V7
EDFAF58,62B33BD,TTUBA FECTOTY CORP (THE)                                         ,95 MILLIKEN BLVD                                             ,                                                             ,                                                             ,CA     ,SCARBOROUGH                        ,Canada                                                       ,ON                           ,M1V 1V3    ,TTUBA FECTOTY THE,SCARBOROUGH,ON,CA,M1V1V3
AB255F0,173B08A,TTUCO CONSULTING SERVICES INC                                    ,345 Courtland Ave                                            ,                                                             ,                                                             ,CA     ,Concord                            ,Canada                                                       ,ON                           ,L4K 5A6    ,TTUCO CONSULTING SERVICES,CONCORD,ON,CA,L4K5A6
C461DA3,F1D7789,Ttuovazt Taexty Epvuzotz Inc.                                    ,40 University Avenune Suite 1200                             ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5J 1T1    ,TTUOVAZT TAEXTY EPVUZOTZ,TORONTO,ON,CA,M5J1T1
C461DA3,DCFC9B3,Ttuovazt Taexty Epvuzotz Inc.                                    ,40 University Avenue Suite 430                               ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5J 1T1    ,TTUOVAZT TAEXTY EPVUZOTZ,TORONTO,ON,CA,M5J1T1
C461DA3,FB25BFD,Ttuovazt Taexty Epvuzotz Inc.                                    ,40 University Avenue Suite 430                               ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5J 1T1    ,TTUOVAZT TAEXTY EPVUZOTZ,TORONTO,ON,CA,M5J1T1
4780E16,F1D7789,Ttuovazt Taexty Epvuzotz Inc./21 Kumg Aquutuaz Inc.              ,"40 University Avenue, Suite 1200                             ",                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5J 1T1    ,TTUOVAZT TAEXTY EPVUZOTZ 21 KUMG AQUUTUAZ,TORONTO,ON,CA,M5J1T1
C212C32,F1D7789,TTUOVAZT TAEXTY EPVUZOTZ (B.C.) INC.                             ,FORTINET TECHNOLOGIES (CANADA) ULC                           ,C/O TRIOVEST REALTY ADVISORS (B.C.) INC.                     ,40 UNIVERSITY AVE SUITE 1200                                 ,CA     ,TORONTO                            ,CA                                                           ,ONTARIO                      ,M5J 1T1    ,TTUOVAZT TAEXTY EPVUZOTZ B C,TORONTO,ON,CA,M5J1T1
C212C32,DCFC9B3,TTUOVAZT TAEXTY EPVUZOTZ (B.C.) INC.                             ,WILLINGDON PARK MASTER LP                                    ,C/O TRIOVEST REALTY ADVISORS (B.C.) INC                      ,40 UNIVERSITY AVE SUITE 1200                                 ,CA     ,TORONTO                            ,CA                                                           ,ONTARIO                      ,M5J 1T1    ,TTUOVAZT TAEXTY EPVUZOTZ B C,TORONTO,ON,CA,M5J1T1
C212C32,FB25BFD,TTUOVAZT TAEXTY EPVUZOTZ (B.C.) INC.                             ,PR WILLINGDON 4170 OP LIMITED PARTNERSHIP                    ,C/O TRIOVEST REALTY ADVISORS (B.C.) INC                      ,40 UNIVERSITY AVE SUITE 1200                                 ,CA     ,TORONTO                            ,CA                                                           ,ONTARIO                      ,M5J 1T1    ,TTUOVAZT TAEXTY EPVUZOTZ B C,TORONTO,ON,CA,M5J1T1
C212C32,67235A5,TTUOVAZT TAEXTY EPVUZOTZ (B.C.) INC.                             ,40 UNIVERSITY AVE                                            ,                                                             ,                                                             ,CA     ,TORONTO                            ,CA                                                           ,ON                           ,M5J 1T1    ,TTUOVAZT TAEXTY EPVUZOTZ B C,TORONTO,ON,CA,M5J1T1
0D3F328,40B8E09,Tuchcteft Properties Ltd                                         ,"2280 St Laurent Blvd, Suite 201                              ",                                                             ,                                                             ,CA     ,Ottawa                             ,Canada                                                       ,ON                           ,K1G 4K1    ,TUCHCTEFT PROPERTIES,OTTAWA,ON,CA,K1G4K1
D02E0BA,4B10EDD,Tuchnomp Vuxxe                                                   ,9361 Pepperell St                                            ,                                                             ,                                                             ,CA     ,St Peters                          ,Canada                                                       ,NS                           ,B0E 3B0    ,TUCHNOMP VUXXE,SAINT PETERS,NS,CA,B0E3B0
A8FA644,CE695DD,TUN HOTTOM'Z-BC                                                  ,8987 YONGE ROAD                                              ,                                                             ,                                                             ,CA     ,CHILLIWACK                         ,Canada                                                       ,BRITISH COLUMBIA             ,V2P 4R9    ,TUN HOTTOMZ BC,CHILLIWACK,BC,CA,V2P4R9
A02A32D,84636C6,Tupgavuaw XTCC                                                   ,385 Highland Rd West                                         ,                                                             ,                                                             ,CA     ,Stoney Creek                       ,Canada                                                       ,ON                           ,L8J 3X9    ,TUPGAVUAW XTCC,STONEY CREEK,ON,CA,L8J3X9
1C028F8,49C6CD2,TUVATZUPA PLACE                                                  ,3181 MEADOWBROOK LANE                                        ,                                                             ,                                                             ,CA     ,WINDSOR                            ,Canada                                                       ,ON                           ,N8T 0A4    ,TUVATZUPA PLACE,WINDSOR,ON,CA,N8T0A4
328AFB9,F1D7789,TZCC 1597                                                        ,153 BEECROFT ROAD                                            ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M2N 7C5    ,TZCC 1597,TORONTO,ON,CA,M2N7C5
B2B6A4D,46D8581,TZCC 1916/1954                                                   ,C/O MAPLE RIDGE CONDOMINUM MANAGEMENT                        ,5753 COOPERS AVE                                             ,                                                             ,CA     ,MISSISSAUGA                        ,Canada                                                       ,ON                           ,L4Z 1R9    ,TZCC 1916 1954,MISSISSAUGA,ON,CA,L4Z1R9
D562B75,F1D7789,TZCC 2955                                                        ,158 Front St. East                                           ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5A 0K9    ,TZCC 2955,TORONTO,ON,CA,M5A0K9
9F490A7,F1D7789,U.G Umvaztnamt Management Ltd.                                   ,ATT: Property Management Office                              ,"33 Yonge Street, Suite 1000                                  ",                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5E 1G4    ,U G UMVAZTNAMT MANAGEMENT,TORONTO,ON,CA,M5E1G4
5DF352E,F1D7789,U.G. Umvaztnamt Management Ltd                                   ,(Ontario) Ltd.                                               ,"55 University Avenue, Suite 102                              ",                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5J 2H7    ,U G UMVAZTNAMT MANAGEMENT,TORONTO,ON,CA,M5J2H7
