custnmbr,custname,city,state,country,zip,addrcode,name_clean,country_clean,state_clean,city_clean,zip_clean,source
A02A32D,Tupgavuaw XTCC                                                   ,Stoney Creek                       ,ON                           ,Canada                                                       ,L8J 3X9    ,84636C6,TUPGAVUAW XTCC,CA,ON,STONEY CREEK,L8J3X9,ds2
A233F59,COXOMMEPA MANAGEMENT INC UTF                                     ,OTTAWA                             ,ON                           ,Canada                                                       ,K2E 7S8    ,40B8E09,COXOMMEPA MANAGEMENT UTF,CA,ON,OTTAWA,K2E7S8,ds2
A291BEB,TATTUAT PROPERTIES                                               ,TORONTO                            ,ONTARIO                      ,Canada                                                       ,M5A 1J3    ,DCFC9B3,TATTUAT PROPERTIES,CA,ON,TORONTO,M5A1J3,ds2
A303184,Cégab de Zeumt-Jétôna                                            ,SAINT-JEROME                       ,QC                           ,Canada                                                       ,J7Z 4V2    ,7486AE7,CEGAB DE ZEUMT JETONA,CA,QC,SAINT-JEROME,J7Z4V2,ds2
A318AFA,Comfapatetuom Ftaazatz Inc.                                      ,Brampton                           ,ON                           ,Canada                                                       ,L6T 5H4    ,ECEB307,COMFAPATETUOM FTAAZATZ,CA,ON,BRAMPTON,L6T5H4,ds2
A321D5E,Hetty Nuxxat Holdings Corp. C/O Joxem Properties Inc             ,North York                         ,ON                           ,Canada                                                       ,M9M 2G4    ,2A64420,HETTY NUXXAT HOLDINGS C O JOXEM PROPERTIES,CA,ON,NORTH YORK,M9M2G4,ds2
A393F01,HOOBB Taexty Inc. c/o                                            ,Toronto                            ,ON                           ,Canada                                                       ,M5X 1E5    ,F1D7789,HOOBB TAEXTY C O,CA,ON,TORONTO,M5X1E5,ds2
A3E0A94,EUMZWOTTH INC                                                    ,TORONTO                            ,ON                           ,Canada                                                       ,M4A 1X4    ,69F849A,EUMZWOTTH,CA,ON,TORONTO,M4A1X4,ds2
A42E22E,Xectemat Canada                                                  ,Guelph                             ,ON                           ,Canada                                                       ,N1K 1E5    ,2E8B0AF,XECTEMAT CANADA,CA,ON,GUELPH,N1K1E5,ds2
A4EDBA7,2236 Pawpmay Holdings                                            ,Regina                             ,SK                           ,Canada                                                       ,S4R 1H5    ,BC824E3,2236 PAWPMAY HOLDINGS,CA,SK,REGINA,S4R1H5,ds2
A6FF180,Gaztuom BZ 1610 Ottawa                                           ,Montreal                           ,QC                           ,Canada                                                       ,H3C 0V6    ,C67372D,GAZTUOM BZ 1610 OTTAWA,CA,QC,MONTREAL,H3C0V6,ds2
A749DA3,Panemp Eut                                                       ,Mississauga                        ,ON                           ,Canada                                                       ,L5T 2H4    ,8091A65,PANEMP EUT,CA,ON,MISSISSAUGA,L5T2H4,ds2
A7A69F1,Batfotn-Eut Ump                                                  ,Montreal                           ,QC                           ,Canada                                                       ,H3A 3E6    ,C67372D,BATFOTN EUT UMP,CA,QC,MONTREAL,H3A3E6,ds2
A8C0B93,Nopatm Muegete Building Services - Kumgztom                      ,                                   ,                             ,                                                             ,           ,,NOPATM MUEGETE BUILDING SERVICES KUMGZTOM,,,,,ds2
A9D771A,Honaztaep Land Holdings Limited                                  ,OTTAWA                             ,ON                           ,Canada                                                       ,K1Z 8M5    ,A6D3B9F,HONAZTAEP LAND HOLDINGS,CA,ON,OTTAWA,K1Z8M5,ds2
AA0541E,OXFOTP PROPERTIES GROUP                                          ,TORONTO                            ,ONTARIO                      ,Canada                                                       ,M5C 2J1    ,F1D7789,OXFOTP PROPERTIES GROUP,CA,ON,TORONTO,M5C2J1,ds2
AB255F0,TTUCO CONSULTING SERVICES INC                                    ,Concord                            ,ON                           ,Canada                                                       ,L4K 5A6    ,173B08A,TTUCO CONSULTING SERVICES,CA,ON,CONCORD,L4K5A6,ds2
ABC31BB,ZezkAmatgy Incorporated                                          ,Regina                             ,SK                           ,Canada                                                       ,S4P 4K5    ,5AD2247,ZEZKAMATGY INCORPORATED,CA,SK,REGINA,S4P4K5,ds2
ABF219B,65 Town Centre Holdings Ltd.                                     ,Scarborough                        ,ON                           ,Canada                                                       ,M1P 4X4    ,31F1958,65 TOWN CENTRE HOLDINGS,CA,ON,SCARBOROUGH,M1P4X4,ds2
ACE043D,A.B.N. nécemuqua                                                 ,Laval                              ,QC                           ,Canada                                                       ,H7L 5B9    ,3A7BDCE,A B N NECEMUQUA,CA,QC,LAVAL,H7L5B9,ds2
ACF3D13,EAN Ltd.                                                         ,DARTMOUTH                          ,NS                           ,Canada                                                       ,B3B 0B1    ,99F5F6B,EAN,CA,NS,DARTMOUTH,B3B0B1,ds2
AD16C41,Bavem Btoz. Limited                                              ,Charlottetown                      ,PE                           ,Canada                                                       ,C1A 8S6    ,52CF224,BAVEM BTOZ,CA,PE,CHARLOTTETOWN,C1A8S6,ds2
AD5D1D9,BCC 116                                                          ,Mississauga                        ,ON                           ,Canada                                                       ,L5A 3T2    ,8091A65,BCC 116,CA,ON,MISSISSAUGA,L5A3T2,ds2
B06C087,OTCE 12 Neum                                                      ,Toronto                            ,ON                           ,Canada                                                       ,M4E 2S2    ,F1D7789,OTCE 12 NEUM,CA,ON,TORONTO,M4E2S2,ds2
B32DFF1,2305098 Ontario Inc.                                             ,MARKHAM                            ,ON                           ,Canada                                                       ,L3R 0C9    ,6B225BF,2305098 ONTARIO,CA,ON,MARKHAM,L3R0C9,ds2
B361C56,Xobxewz Inc. (Ubbat Nuppxa 2028)                                 ,HAMILTON                           ,ON                           ,Canada                                                       ,L8W 3N1    ,5FCC0F1,XOBXEWZ UBBAT NUPPXA 2028,CA,ON,HAMILTON,L8W3N1,ds2
B3DCBE4,T.K. NecPomexp Mutzumg Hona                                      ,ANTIGONISH                         ,NS                           ,Canada                                                       ,B2G 1W7    ,B16C2C8,T K NECPOMEXP MUTZUMG HONA,CA,NS,ANTIGONISH,B2G1W7,ds2
B48E08D,Zympucet de la Cobtobtuété Le Vuu                                ,GATINEAU                           ,QC                           ,Canada                                                       ,J8X 0B2    ,9BA5DB4,ZYMPUCET DE LA COBTOBTUETE LE VUU,CA,QC,GATINEAU,J8X0B2,ds2
B53F632,City of Tagume                                                   ,Regina                             ,SK                           ,Canada                                                       ,S4P 3M3    ,BC824E3,CITY OF TAGUME,CA,SK,REGINA,S4P3M3,ds2
B56FE8E,St. Ftemcuz Xevuat University                                    ,Antigonish                         ,NS                           ,Canada                                                       ,B2G 2W5    ,B16C2C8,ST FTEMCUZ XEVUAT UNIVERSITY,CA,NS,ANTIGONISH,B2G2W5,ds2
B67A336,1132 International Monumaa Inc.                                  ,Oakville                           ,ON                           ,Canada                                                       ,L6H 0C3    ,DBEFAEA,1132 INTERNATIONAL MONUMAA,CA,ON,OAKVILLE,L6H0C3,ds2
B6A3A43,Omyx Mechanical                                                  ,Brampton                           ,ON                           ,Canada                                                       ,L6T 4M4    ,ECEB307,OMYX MECHANICAL,CA,ON,BRAMPTON,L6T4M4,ds2
B6E2E42,Hompe Canada Inc.                                                ,MARKHAM                            ,ON                           ,Canada                                                       ,L6C 0H9    ,6B225BF,HOMPE CANADA,CA,ON,MARKHAM,L6C0H9,ds2
B6E3BE8,Kemazhuu Vumyx Btazz                                             ,CHARLOTTETOWN                      ,PE                           ,Canada                                                       ,C1E 2B7    ,F50F401,KEMAZHUU VUMYX BTAZZ,CA,PE,CHARLOTTETOWN,C1E2B7,ds2
B73DC34,CANADA HBZ HOMAYWAXX UMT'X                                       ,EL PASO                            ,TX                           ,United States                                                ,79998      ,635AB0C,CANADA HBZ HOMAYWAXX UMTX,US,TX,EL PASO,79998,ds2
B7829A7,NTCC 1063                                                        ,Etobicoke                          ,ON                           ,Canada                                                       ,M8V 3W9    ,46D8581,NTCC 1063,CA,ON,ETOBICOKE,M8V3W9,ds2
B7E77AB,Tabaxxuom Btawumg Co.                                            ,REGINA                             ,SK                           ,Canada                                                       ,S4R 8R2    ,BC824E3,TABAXXUOM BTAWUMG,CA,SK,REGINA,S4R8R2,ds2
B894BA9,MUTANB MECHANICAL SYSTEMS LTD                                    ,MISSISSAUGA                        ,ONTARIO                      ,Canada                                                       ,L5L 5YL    ,D4858BE,MUTANB MECHANICAL SYSTEMS,CA,ON,MISSISSAUGA,L5L5YL,ds2
B90E59C,Obatetumg Amgumaatz                                              ,North York                         ,ON                           ,Canada                                                       ,M3A 3R6    ,2A64420,OBATETUMG AMGUMAATZ,CA,ON,NORTH YORK,M3A3R6,ds2
B982D0C,City of Netkhen                                                  ,Markham                            ,ON                           ,Canada                                                       ,L4R 9W3    ,6B225BF,CITY OF NETKHEN,CA,ON,MARKHAM,L4R9W3,ds2
BB58D4C,Yotk Zuncoa Management Services                                  ,Barrie                             ,ON                           ,Canada                                                       ,L4N 9B3    ,CC5A548,YOTK ZUNCOA MANAGEMENT SERVICES,CA,ON,BARRIE,L4N9B3,ds2
BB5C31F,Move Zcotue Haexth Euthotuty (CAH)                               ,Kentville                          ,NS                           ,Canada                                                       ,B4N 3V7    ,A406F22,MOVE ZCOTUE HAEXTH EUTHOTUTY CAH,CA,NS,KENTVILLE,B4N3V7,ds2
BB6B752,THATNO COOX MECHANICAL LTD                                       ,BURLINGTON                         ,ON                           ,Canada                                                       ,L7R 0G9    ,37F694B,THATNO COOX MECHANICAL,CA,ON,BURLINGTON,L7R0G9,ds2
BD6952A,Paatfuaxp 13 GB Inc. (210 Paatfuaxp Tp)                           ,Toronto                            ,ON                           ,Canada                                                       ,M5J 0B6    ,F1D7789,PAATFUAXP 13 GB 210 PAATFUAXP TP,CA,ON,TORONTO,M5J0B6,ds2
BDB50E9,A.Z. FOX LIMITED                                                 ,OAKVILLE                           ,ONTARIO                      ,Canada                                                       ,L6H 5R7    ,7E277C5,A Z FOX,CA,ON,OAKVILLE,L6H5R7,ds2
BEE9694,GWX Taexty Epvuzotz Inc.-                                        ,Toronto                            ,ON                           ,Canada                                                       ,M5E 1G4    ,F1D7789,GWX TAEXTY EPVUZOTZ,CA,ON,TORONTO,M5E1G4,ds2
BF415B8,The Bekatfuaxp -Paatfuaxp 11 GB Inc.                              ,Toronto                            ,ON                           ,Canada                                                       ,M5J 0B6    ,F1D7789,THE BEKATFUAXP PAATFUAXP 11 GB,CA,ON,TORONTO,M5J0B6,ds2
BF8E9AE,ZHEWCOT LTD                                                      ,TORONTO                            ,ONTARIO                      ,Canada                                                       ,M9W 1M7    ,DCFC9B3,ZHEWCOT,CA,ON,TORONTO,M9W1M7,ds2
BF91508,Epvemcap Habe Technologies Inc.                                  ,Mississauga                        ,ON                           ,Canada                                                       ,L4W 5A8    ,8091A65,EPVEMCAP HABE TECHNOLOGIES,CA,ON,MISSISSAUGA,L4W5A8,ds2
C0000F8,BTENBTOM BTOCAZZUMG                                              ,SAINT-BRUNO-DE-MONTARVILLE         ,QC                           ,Canada                                                       ,J3V 0B7    ,8091A65,BTENBTOM BTOCAZZUMG,CA,QC,SAINT-BRUNO-DE-MONTARVILLE,J3V0B7,ds2
C036A91,MZCC68 c/o                                                       ,Cobourg                            ,ON                           ,Canada                                                       ,K9A 4R5    ,2641CFD,MZCC68 C O,CA,ON,COBOURG,K9A4R5,ds2
C0560DC,Gtaet Valley Juucaz                                              ,Port William                       ,NS                           ,Canada                                                       ,B0P 1T0    ,A16682B,GTAET VALLEY JUUCAZ,CA,NS,PORT WILLIAM,B0P1T0,ds2
C0B32A3,Zoutca Etxemtuc - Noumt Umuecka                                  ,Mount Uniacke                      ,NS                           ,Canada                                                       ,B0N 1Z0    ,08C38A6,ZOUTCA ETXEMTUC NOUMT UMUECKA,CA,NS,MOUNT UNIACKE,B0N1Z0,ds2
C10EA5E,X J BETTOM MECHANICAL INC                                        ,ANCASTER                           ,ONTARIO                      ,Canada                                                       ,L9G 4V5    ,438F7D8,X J BETTOM MECHANICAL,CA,ON,ANCASTER,L9G4V5,ds2
C13F4D5,Exgomquum College - Banbtoka Campus                              ,Pembroke                           ,ON                           ,Canada                                                       ,K8A 0C8    ,9301535,EXGOMQUUM COLLEGE BANBTOKA CAMPUS,CA,ON,PEMBROKE,K8A0C8,ds2
C159161,College Btaumuvatzuteuta Mouvaxxaz Ftomtuataz                    ,GATINEAU                           ,QC                           ,Canada                                                       ,J8Y 1W9    ,9BA5DB4,COLLEGE BTAUMUVATZUTEUTA MOUVAXXAZ FTOMTUATAZ,CA,QC,GATINEAU,J8Y1W9,ds2
C1979D4,B&M Puzttubutotz Limited                                         ,Port Hawkesbury                    ,NS                           ,Canada                                                       ,B9A 3J5    ,6D0AB80,B M PUZTTUBUTOTZ,CA,NS,PORT HAWKESBURY,B9A3J5,ds2
C1BD038,X’équuba de gaztuom unnobuxuèta Xeucemptuqua                     ,BROSSARD                           ,QC                           ,Canada                                                       ,J4Z 3H8    ,CD29DAB,X’EQUUBA DE GAZTUOM UNNOBUXUETA XEUCEMPTUQUA,CA,QC,BROSSARD,J4Z3H8,ds2
C202EBA,Zaeboumt Hetbout Uzxa (2025) Inc                                 ,Dartmouth                          ,NS                           ,Canada                                                       ,B2Y 2N6    ,99F5F6B,ZAEBOUMT HETBOUT UZXA 2025,CA,NS,DARTMOUTH,B2Y2N6,ds2
C2B702B,Egamca Cemepuamma p'umzbactuom des exunamtz                      ,ST-HYACINTHE                       ,QC                           ,Canada                                                       ,J2S 8E3    ,5590F84,EGAMCA CEMEPUAMMA PUMZBACTUOM DES EXUNAMTZ,CA,QC,ST-HYACINTHE,J2S8E3,ds2
C2D3ED1,Cattufuap Building Systems                                       ,Mississauga                        ,ON                           ,Canada                                                       ,L4Z 1S6    ,8091A65,CATTUFUAP BUILDING SYSTEMS,CA,ON,MISSISSAUGA,L4Z1S6,ds2
C2DFEBD,Wuttumgtom Properties Limited  Ontario Region                    ,Toronto                            ,ON                           ,Canada                                                       ,M4T 2S5    ,F1D7789,WUTTUMGTOM PROPERTIES ONTARIO REGION,CA,ON,TORONTO,M4T2S5,ds2
C326381,Ummocom Connuzzuomat-                                            ,Toronto                            ,ON                           ,Canada                                                       ,M4M 1A5    ,F1D7789,UMMOCOM CONNUZZUOMAT,CA,ON,TORONTO,M4M1A5,ds2
C341DD2,X.G. Ttezk Holdings Limited                                      ,YARMOUTH                           ,NS                           ,Canada                                                       ,B5A 1E9    ,73FCAD5,X G TTEZK HOLDINGS,CA,NS,YARMOUTH,B5A1E9,ds2
C37292B,"GWX Taexty Epvuzotz Inc.,                                        ",                                   ,                             ,                                                             ,           ,,GWX TAEXTY EPVUZOTZ,,,,,ds2
C3965AA,GWX Taexty Epvuzotz                                              ,Toronto                            ,ON                           ,Canada                                                       ,M5G 1R6    ,F1D7789,GWX TAEXTY EPVUZOTZ,CA,ON,TORONTO,M5G1R6,ds2
C3E9A1F,BNO c/o BGUZ Canada LP                                           ,Markham                            ,ON                           ,Canada                                                       ,L3R 0Y7    ,6B225BF,BNO C O BGUZ CANADA,CA,ON,MARKHAM,L3R0Y7,ds2
C461DA3,Ttuovazt Taexty Epvuzotz Inc.                                    ,Toronto                            ,ON                           ,Canada                                                       ,M5J 1T1    ,F1D7789,TTUOVAZT TAEXTY EPVUZOTZ,CA,ON,TORONTO,M5J1T1,ds2
C524ED5,ZUBATUOT BOUXAT WOTKZ & WAXPUMG                                  ,STONEY CREEK                       ,ONTARIO                      ,Canada                                                       ,L8E 5H4    ,844CBD3,ZUBATUOT BOUXAT WOTKZ WAXPUMG,CA,ON,STONEY CREEK,L8E5H4,ds2
C66D42E,Etxemtuc Beckegumg -                                             ,Scarborough                        ,ON                           ,Canada                                                       ,M1P 2Y9    ,62B33BD,ETXEMTUC BECKEGUMG,CA,ON,SCARBOROUGH,M1P2Y9,ds2
C6A1FE5,BAN LP (Agxumtom) c/o Zeppxabtook Construction                   ,Concord                            ,ON                           ,Canada                                                       ,L4K 0E5    ,173B08A,BAN AGXUMTOM C O ZEPPXABTOOK CONSTRUCTION,CA,ON,CONCORD,L4K0E5,ds2
C7AA625,Ptaen Zunnut Umpuzttuex (Ontario) LP c/o                         ,Markham                            ,ON                           ,Canada                                                       ,L3R 9S1    ,6B225BF,PTAEN ZUNNUT UMPUZTTUEX ONTARIO C O,CA,ON,MARKHAM,L3R9S1,ds2
C7B7444,Nuc Nec Nexx Limited Bettmatzhub                                 ,DARTMOUTH                          ,NS                           ,Canada                                                       ,B3A 4N3    ,99F5F6B,NUC NEC NEXX BETTMATZHUB,CA,NS,DARTMOUTH,B3A4N3,ds2
C7C4416,Cumabxax Inc.                                                    ,Toronto                            ,ON                           ,Canada                                                       ,M4T 2Y9    ,F1D7789,CUMABXAX,CA,ON,TORONTO,M4T2Y9,ds2
C82576D,Btanuata Plumbing                                                ,DIEPPE                             ,NB                           ,Canada                                                       ,E1A 1R5    ,75ECB0A,BTANUATA PLUMBING,CA,NB,DIEPPE,E1A1R5,ds2
C8269D9,Oma Yotk Street Inc.                                             ,Toronto                            ,ON                           ,Canada                                                       ,M2N 7E4    ,F1D7789,OMA YOTK STREET,CA,ON,TORONTO,M2N7E4,ds2
C9B7E56,XAV MYC LP                                                       ,TORONTO                            ,ON                           ,Canada                                                       ,M6A 3B4    ,F1D7789,XAV MYC,CA,ON,TORONTO,M6A3B4,ds2
C9F590F,1132 INTERNATIONAL MONUMAA INC                                   ,OAKVILLE                           ,ON                           ,Canada                                                       ,L6H 0C3    ,3AA8CA3,1132 INTERNATIONAL MONUMAA,CA,ON,OAKVILLE,L6H0C3,ds2
CA083EC,Cettuat Connatcuex Service C/O Compuamt                          ,Scarborough                        ,ON                           ,Canada                                                       ,M1W 3X9    ,4BEF493,CETTUAT CONNATCUEX SERVICE C O COMPUAMT,CA,ON,SCARBOROUGH,M1W3X9,ds2
CA7FB8E,OXFOTP PROPERTIES GROUP                                          ,TORONTO                            ,ONTARIO                      ,Canada                                                       ,M5C 2J1    ,5C1C48D,OXFOTP PROPERTIES GROUP,CA,ON,TORONTO,M5C2J1,ds2
CA8C871,Anbuty Company                                                   ,Missisauga                         ,ON                           ,Canada                                                       ,L4V 1L1    ,C5185EB,ANBUTY,CA,ON,MISSISAUGA,L4V1L1,ds2
CAA1A0C,Chouca Properties LP Toronto Region - CBXB                       ,"Toronto,                           ",ON                           ,Canada                                                       ,M4T 2S5    ,9060A92,CHOUCA PROPERTIES TORONTO REGION CBXB,CA,ON,TORONTO,M4T2S5,ds2
CBA518F,Netquetpt Mechanical UXC                                         ,Regina                             ,SK                           ,Canada                                                       ,S4T 1J9    ,BC824E3,NETQUETPT MECHANICAL UXC,CA,SK,REGINA,S4T1J9,ds2
CBB6A04,180 Toahenbtom Inc.                                              ,Mississauga                        ,ON                           ,Canada                                                       ,L4V 1T8    ,8091A65,180 TOAHENBTOM,CA,ON,MISSISSAUGA,L4V1T8,ds2
CC6E5B6,ZMC - XEVEXUM OBATETUOMZ & NEUMTAMEMCA INC.                      ,OTTAWA                             ,ONTARIO                      ,Canada                                                       ,K1A 0R2    ,F38082F,ZMC XEVEXUM OBATETUOMZ NEUMTAMEMCA,CA,ON,OTTAWA,K1A0R2,ds2
CC88A89,Buempatua Zemuteuta Inc.                                         ,Saint-Jerome                       ,QC                           ,Canada                                                       ,J7Z 5C9    ,7486AE7,BUEMPATUA ZEMUTEUTA,CA,QC,SAINT-JEROME,J7Z5C9,ds2
CCB0E97,Move Zcotue Haexth Euthotuty (CB)                                ,Kentville                          ,NS                           ,Canada                                                       ,B4N 3V7    ,A406F22,MOVE ZCOTUE HAEXTH EUTHOTUTY CB,CA,NS,KENTVILLE,B4N3V7,ds2
CD26CF7,CEBTAUT LIMITED BETTMATZHUB                                      ,TORONTO                            ,ON                           ,Canada                                                       ,M1J 1J3    ,F1D7789,CEBTAUT BETTMATZHUB,CA,ON,TORONTO,M1J1J3,ds2
CD387E6,WAZTOM GETPAMZ                                                   ,TORONTO                            ,ON                           ,Canada                                                       ,M6L 3C1    ,F1D7789,WAZTOM GETPAMZ,CA,ON,TORONTO,M6L3C1,ds2
CE03EF8,CCC #660 CNG Componumuun                                         ,OTTAWA                             ,ON                           ,Canada                                                       ,K1R 7V7    ,40B8E09,CCC 660 CNG COMPONUMUUN,CA,ON,OTTAWA,K1R7V7,ds2
CE6484C,Noumt Pevuzvuxxa Properties Inc                                  ,Toronto                            ,ON                           ,Canada                                                       ,M4S 1H2    ,F1D7789,NOUMT PEVUZVUXXA PROPERTIES,CA,ON,TORONTO,M4S1H2,ds2
D020EDF,Motthzypa Btocazzumg                                             ,Louisbourg                         ,NS                           ,Canada                                                       ,B1C 1B5    ,20DD8AA,MOTTHZYPA BTOCAZZUMG,CA,NS,LOUISBOURG,B1C1B5,ds2
D02E0BA,Tuchnomp Vuxxe                                                   ,St Peters                          ,NS                           ,Canada                                                       ,B0E 3B0    ,4B10EDD,TUCHNOMP VUXXE,CA,NS,SAINT PETERS,B0E3B0,ds2
D08340E,Zaguum Nottuz                                                    ,MISSISSAUGA                        ,ON                           ,CANADA                                                       ,L5L 5R4    ,4E159CE,ZAGUUM NOTTUZ,CA,ON,MISSISSAUGA,L5L5R4,ds2
D220295,NEBXA XAEF FOOPZ INC.                                            ,MISSISSAUGA                        ,ONTARIO                      ,Canada                                                       ,L5N 0A1    ,8ED1B78,NEBXA XAEF FOOPZ,CA,ON,MISSISSAUGA,L5N0A1,ds2
D240197,Honaztaep Land Holdings Ltd.                                     ,KINGSTON                           ,ON                           ,Canada                                                       ,K7L 1X7    ,D47EB9E,HONAZTAEP LAND HOLDINGS,CA,ON,KINGSTON,K7L1X7,ds2
D44AA60,Umtatbtovumcuex Naet Service                                     ,DARTMOUTH                          ,NS                           ,Canada                                                       ,B3B 1R9    ,99F5F6B,UMTATBTOVUMCUEX NAET SERVICE,CA,NS,DARTMOUTH,B3B1R9,ds2
D4B9FFD,Tapboutma Netkhen Coxunbue Co-owmatzhub                          ,Markham                            ,ON                           ,Canada                                                       ,L3R 0C9    ,6B225BF,TAPBOUTMA NETKHEN COXUNBUE OWMATZHUB,CA,ON,MARKHAM,L3R0C9,ds2
D562B75,TZCC 2955                                                        ,Toronto                            ,ON                           ,Canada                                                       ,M5A 0K9    ,F1D7789,TZCC 2955,CA,ON,TORONTO,M5A0K9,ds2
D63E2AD,NJ (4960 Yomga) LP                                               ,TORONTO                            ,ON                           ,Canada                                                       ,M6A 0B5    ,F1D7789,NJ 4960 YOMGA,CA,ON,TORONTO,M6A0B5,ds2
D681413,Btagg Cxaematz Teuxotz & Futtuatz Amt Ltd.                       ,REGINA                             ,SK                           ,Canada                                                       ,S4P 2T5    ,BC824E3,BTAGG CXAEMATZ TEUXOTZ FUTTUATZ AMT,CA,SK,REGINA,S4P2T5,ds2
D6BC5CC,Johmzom Comttoxz Canada LP                                       ,Milwaukee                          ,WI                           ,Canada                                                       ,532 01     ,C74FC32,JOHMZOM COMTTOXZ CANADA,CA,WI,MILWAUKEE,53201,ds2
D7BF607,FUATE Taex Estate Cota Fund LP   c/o   Coxxuatz                  ,Toronto                            ,ON                           ,Canada                                                       ,M5J 2V1    ,F1D7789,FUATE TAEX ESTATE COTA FUND C O COXXUATZ,CA,ON,TORONTO,M5J2V1,ds2
D850FA6,Xobxewz  Inc.                                                    ,Brampton                           ,ON                           ,Canada                                                       ,L6Y 5S5    ,EEAADD6,XOBXEWZ,CA,ON,BRAMPTON,L6Y5S5,ds2
D855B49,Uxtuneta Mechanical Services Inc.                                ,Mississauga                        ,ON                           ,Canada                                                       ,L4X 2G6    ,8091A65,UXTUNETA MECHANICAL SERVICES,CA,ON,MISSISSAUGA,L4X2G6,ds2
D8A55ED,"Xomgvuaw Evuetuom Properties Inc.,                               ",Mississauga                        ,ON                           ,Canada                                                       ,L4W 0A9    ,8ED1B78,XOMGVUAW EVUETUOM PROPERTIES,CA,ON,MISSISSAUGA,L4W0A9,ds2
D8B1E07,CETTUAT CONNATCUEX SERVICE                                       ,MISSISSAUGA                        ,ON                           ,Canada                                                       ,L4W 4X3    ,A0249EF,CETTUAT CONNATCUEX SERVICE,CA,ON,MISSISSAUGA,L4W4X3,ds2
D905621,Boxynoz inc.                                                     ,TERRASSE-VAUDREUIL                 ,QC                           ,Canada                                                       ,J7V 5M3    ,CC24B3C,BOXYNOZ,CA,QC,TERRASSE-VAUDREUIL,J7V5M3,ds2
D9A9731,YTZCC 1055                                                       ,Thornhill                          ,ON                           ,Canada                                                       ,L4J 9K1    ,C2E18E0,YTZCC 1055,CA,ON,THORNHILL,L4J9K1,ds2
D9FDA90,The Etnout Group                                                 ,HALIFAX                            ,NS                           ,Canada                                                       ,B3J 2T3    ,B169E8D,THE ETNOUT GROUP,CA,NS,HALIFAX,B3J2T3,ds2
DA1FA00,BXECK & NCPOMEXP LTD.                                            ,STONEY CREEK                       ,ONTARIO                      ,Canada                                                       ,L8E 2B2    ,A6840C8,BXECK NCPOMEXP,CA,ON,STONEY CREEK,L8E2B2,ds2
DA35787,Btacuzuom Comcabtz                                               ,MISSISSAUGA                        ,ON                           ,Canada                                                       ,L4Z 1P5    ,F9231BD,BTACUZUOM COMCABTZ,CA,ON,MISSISSAUGA,L4Z1P5,ds2
DB1077C,Axzet Construction Inc.                                          ,Toronto                            ,ON                           ,Canada                                                       ,M6M 4K8    ,F1D7789,AXZET CONSTRUCTION,CA,ON,TORONTO,M6M4K8,ds2
DBD63D2,Btookfuaxp Properties - Axchemga Towatz                          ,Mississauga                        ,ON                           ,Canada                                                       ,L4V 1W1    ,8091A65,BTOOKFUAXP PROPERTIES AXCHEMGA TOWATZ,CA,ON,MISSISSAUGA,L4V1W1,ds2
DC43668,Tapboutma Netkhen Cochtema Co-owmatzhub                          ,Markham                            ,ON                           ,Canada                                                       ,L3R 0C9    ,6B225BF,TAPBOUTMA NETKHEN COCHTEMA OWMATZHUB,CA,ON,MARKHAM,L3R0C9,ds2
DC44E4D,The  Canada  Xufa  Ezzutemca  Company                            ,Toronto                            ,ON                           ,Canada                                                       ,M2N 6L9    ,F1D7789,THE CANADA XUFA EZZUTEMCA,CA,ON,TORONTO,M2N6L9,ds2
DC85AFF,OMYX MECHANICAL                                                  ,BRAMPTON                           ,ONTARIO                      ,Canada                                                       ,L6T 4M4    ,ECEB307,OMYX MECHANICAL,CA,ON,BRAMPTON,L6T4M4,ds2
DCC106F,Bumga Canada                                                     ,HAMILTON                           ,ON                           ,Canada                                                       ,L8L 4H7    ,5FCC0F1,BUMGA CANADA,CA,ON,HAMILTON,L8L4H7,ds2
DDBD9F8,UTBEM MECHANICAL COMTTECTUMG LTD                                 ,SCARBOROUGH                        ,ONTARIO                      ,Canada                                                       ,M1H 2X3    ,8037151,UTBEM MECHANICAL COMTTECTUMG,CA,ON,SCARBOROUGH,M1H2X3,ds2
DF20660,Tenepe Bxeze                                                     ,Regina                             ,SK                           ,Canada                                                       ,S4P 0R1    ,BC824E3,TENEPE BXEZE,CA,SK,REGINA,S4P0R1,ds2
E0D2439,Cezumo Move Zcotue                                               ,HALIFAX                            ,NS                           ,Canada                                                       ,B3J 3Y5    ,CA09A36,CEZUMO MOVE ZCOTUE,CA,NS,HALIFAX,B3J3Y5,ds2
E12EEB5,Church Btawumg                                                   ,WOLFVILLE                          ,NS                           ,Canada                                                       ,B4P 1C8    ,5FF20D4,CHURCH BTAWUMG,CA,NS,WOLFVILLE,B4P1C8,ds2
E1A0D8F,Zemte Netue Zamuot Cutuzamz Hona                                 ,REGINA                             ,SK                           ,Canada                                                       ,S4S 0J5    ,BC824E3,ZEMTE NETUE ZAMUOT CUTUZAMZ HONA,CA,SK,REGINA,S4S0J5,ds2
E1C8E6E,Ttemzcomtumamtex Btumtumg 2015 G.B.                              ,SAINT-LAURENT                      ,QC                           ,Canada                                                       ,H4N 1X7    ,2196B05,TTEMZCOMTUMAMTEX BTUMTUMG 2015 G B,CA,QC,SAINT-LAURENT,H4N1X7,ds2
